User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Member_since,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Risk
37075,male,38,L,Non_Verified,Heterosexual,Submisive,Women,15,598,25.8.2015,0,0:00:00,0,0,0,unknown_risk
37078,female,25,B,Non_Verified,bicurious,Switch,Nobody,6,9,25.8.2015,6,0:00:00,0,0,0,unknown_risk
37079,male,23,A,Non_Verified,Heterosexual,Dominant,Nobody,0,613,25.8.2015,0,0:00:00,0,0,0,unknown_risk
37081,male,50,A,Non_Verified,Heterosexual,Dominant,Nobody,0,613,25.8.2015,0,0:00:00,0,0,0,unknown_risk
37083,female,22,A,Non_Verified,Heterosexual,Submisive,Nobody,0,613,25.8.2015,0,0:00:00,0,0,0,unknown_risk
37084,male,31,H,Non_Verified,Heterosexual,Submisive,Nobody,15,559,25.8.2015,0,0:00:00,0,0,0,unknown_risk
37085,male,36,G,Non_Verified,Heterosexual,Switch,Women,0,612,25.8.2015,0,0:00:00,0,0,0,unknown_risk
37086,male,37,A,Non_Verified,Heterosexual,Switch,Women,0,1,25.8.2015,0,0:23:00,0,2,0,unknown_risk
37088,female,24,A,Non_Verified,bicurious,Switch,Nobody,0,179,25.8.2015,0,0:00:00,0,0,0,unknown_risk
37089,male,22,B,Non_Verified,Heterosexual,Submisive,Nobody,0,318,25.8.2015,0,0:00:00,0,0,0,unknown_risk
37090,male,28,A,Non_Verified,Heterosexual,Submisive,Nobody,0,613,25.8.2015,0,0:00:00,0,0,0,unknown_risk
37091,female,39,D,Non_Verified,bicurious,Switch,Nobody,0,555,25.8.2015,0,0:00:00,0,0,0,unknown_risk
37092,female,39,A,Non_Verified,Heterosexual,Submisive,Nobody,0,612,26.8.2015,0,0:00:00,0,0,0,unknown_risk
37093,male,30,A,Non_Verified,Heterosexual,Submisive,Nobody,15,327,26.8.2015,0,0:00:00,0,0,0,unknown_risk
37095,male,20,K,Non_Verified,Heterosexual,Switch,Nobody,0,612,26.8.2015,0,0:00:00,1,0,0,unknown_risk
37098,male,26,K,Non_Verified,Heterosexual,Switch,Nobody,0,612,26.8.2015,0,0:00:00,0,0,0,unknown_risk
371,male,42,F,Non_Verified,Heterosexual,Dominant,Nobody,0,2338,3.1.2010,0,0:00:00,0,0,0,unknown_risk
3710,male,41,N,Non_Verified,Heterosexual,Dominant,Nobody,0,2030,8.10.2011,0,0:00:00,0,0,0,unknown_risk
37101,male,40,C,Verified,Heterosexual,Submisive,Nobody,77,335,26.8.2015,6,9:50:00,0,0,0,unknown_risk
37104,female,34,C,Non_Verified,Heterosexual,Submisive,Nobody,0,609,26.8.2015,0,0:00:00,0,0,0,unknown_risk
37106,male,37,N,Non_Verified,Heterosexual,Submisive,Nobody,0,609,26.8.2015,0,0:00:00,0,0,0,unknown_risk
37107,male,38,N,Non_Verified,Heterosexual,Dominant,Women,0,37,26.8.2015,0,0:00:00,0,0,0,unknown_risk
37108,female,27,C,Non_Verified,Heterosexual,Submisive,Nobody,0,262,27.8.2015,0,0:00:00,0,0,0,unknown_risk
37109,male,20,O,Non_Verified,bicurious,Submisive,Nobody,0,611,27.8.2015,0,0:00:00,0,0,0,unknown_risk
37110,male,23,G,Non_Verified,Heterosexual,Dominant,Women,15,420,27.8.2015,0,0:00:00,3,0,0,unknown_risk
37111,female,26,O,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,15,524,27.8.2015,0,0:00:00,0,0,0,unknown_risk
37112,male,40,B,Non_Verified,Homosexual,Switch,Nobody,0,611,27.8.2015,0,0:00:00,0,0,0,unknown_risk
37116,female,39,A,Non_Verified,Heterosexual,Dominant,Men,0,553,27.8.2015,0,0:00:00,0,0,0,unknown_risk
37118,female,39,L,Non_Verified,Heterosexual,Dominant,Men_and_Women,15,564,27.8.2015,0,0:00:00,0,0,0,unknown_risk
37119,female,22,F,Non_Verified,bicurious,Switch,Nobody,0,610,27.8.2015,0,0:00:00,0,0,0,unknown_risk
3712,male,47,A,Non_Verified,bisexual,Submisive,Nobody,15,1712,8.10.2011,0,0:00:00,0,0,0,unknown_risk
37120,male,23,A,Non_Verified,Heterosexual,Submisive,Women,0,224,27.8.2015,0,0:00:00,0,0,0,unknown_risk
37122,male,25,E,Non_Verified,Heterosexual,Dominant,Nobody,15,10,28.8.2015,0,1:56:00,1,0,0,unknown_risk
37123,male,21,A,Non_Verified,bisexual,Submisive,Nobody,15,21,28.8.2015,0,0:00:00,0,0,0,unknown_risk
37124,male,34,A,Non_Verified,Heterosexual,Dominant,Women,0,3,28.8.2015,0,0:00:00,0,0,0,unknown_risk
37126,male,56,N,Non_Verified,Heterosexual,Dominant,Nobody,0,68,28.8.2015,0,0:00:00,0,0,0,unknown_risk
37127,female,36,A,Non_Verified,Heterosexual,Submisive,Nobody,0,610,28.8.2015,0,0:00:00,0,0,0,unknown_risk
37128,male,31,A,Non_Verified,Heterosexual,Dominant,Nobody,0,608,28.8.2015,0,0:00:00,0,0,0,unknown_risk
3713,male,39,F,Non_Verified,Heterosexual,Dominant,Nobody,0,1950,8.10.2011,0,0:00:00,0,0,0,unknown_risk
37132,male,45,A,Non_Verified,Homosexual,Switch,Nobody,0,602,28.8.2015,0,0:00:00,0,0,0,unknown_risk
37133,male,27,M,Non_Verified,Heterosexual,Dominant,Nobody,0,610,28.8.2015,0,0:00:00,0,0,0,unknown_risk
37134,female,22,O,Non_Verified,Heterosexual,Submisive,Men,0,610,28.8.2015,0,0:00:00,0,0,0,unknown_risk
37135,female,27,B,Non_Verified,bisexual,Submisive,Nobody,15,610,28.8.2015,0,0:00:00,0,0,0,unknown_risk
37137,male,63,C,Non_Verified,bisexual,Switch,Nobody,0,610,28.8.2015,0,0:00:00,0,0,0,unknown_risk
37138,male,21,A,Non_Verified,Heterosexual,Switch,Nobody,0,610,28.8.2015,0,0:00:00,0,0,0,unknown_risk
3714,male,34,S,Non_Verified,bisexual,Dominant,Nobody,0,2029,9.10.2011,0,0:00:00,0,0,0,unknown_risk
37143,male,52,F,Non_Verified,Heterosexual,Dominant,Women,1,176,29.8.2015,1,0:11:00,0,0,0,unknown_risk
37145,female,43,C,Verified,Heterosexual,Switch,Nobody,106,516,29.8.2015,5,8:50:00,0,0,0,unknown_risk
37147,male,58,B,Non_Verified,Heterosexual,Submisive,Nobody,0,609,29.8.2015,0,0:00:00,0,0,0,unknown_risk
37148,male,20,C,Non_Verified,Heterosexual,Dominant,Nobody,0,609,29.8.2015,0,0:00:00,0,0,0,unknown_risk
37149,male,30,A,Non_Verified,Heterosexual,Dominant,Nobody,0,600,29.8.2015,0,0:00:00,0,0,0,unknown_risk
3715,male,40,A,Non_Verified,Heterosexual,Dominant,Nobody,0,2029,9.10.2011,0,0:00:00,0,0,0,unknown_risk
37155,male,29,L,Non_Verified,Heterosexual,Dominant,Women,0,4,29.8.2015,0,0:11:00,0,0,0,unknown_risk
37157,female,37,B,Non_Verified,Heterosexual,Switch,Nobody,1,210,29.8.2015,2,0:00:00,0,0,0,unknown_risk
37159,male,29,G,Non_Verified,Heterosexual,Switch,Nobody,0,150,29.8.2015,0,0:00:00,0,0,0,unknown_risk
37161,male,20,J,Non_Verified,Heterosexual,Submisive,Nobody,0,608,30.8.2015,0,0:01:00,0,0,0,unknown_risk
37164,female,20,A,Non_Verified,bisexual,Submisive,Men,0,608,30.8.2015,0,0:00:00,0,0,0,unknown_risk
37165,female,25,K,Non_Verified,bicurious,Submisive,Nobody,0,608,30.8.2015,0,0:00:00,0,0,0,unknown_risk
37167,male,34,F,Non_Verified,Heterosexual,Submisive,Women,0,560,30.8.2015,0,0:00:00,0,0,0,unknown_risk
37168,male,46,A,Non_Verified,bisexual,Switch,Women,0,485,30.8.2015,0,0:00:00,0,0,0,unknown_risk
37170,female,26,C,Verified,Heterosexual,Switch,Nobody_but_maybe,155,20,30.8.2015,23,606:13:00,0,4,13,unknown_risk
37171,male,44,A,Non_Verified,bisexual,Submisive,Nobody,25,19,30.8.2015,0,0:00:00,0,0,2,unknown_risk
37172,male,29,F,Non_Verified,Heterosexual,Dominant,Nobody,0,6,30.8.2015,0,0:00:00,0,0,0,unknown_risk
37173,male,42,A,Non_Verified,Heterosexual,Dominant,Nobody,15,553,30.8.2015,0,0:01:00,0,0,0,unknown_risk
37175,female,37,B,Non_Verified,Homosexual,Submisive,Nobody,0,552,30.8.2015,0,0:00:00,0,0,0,unknown_risk
37176,male,34,O,Non_Verified,Heterosexual,Dominant,Nobody,0,601,30.8.2015,0,0:22:00,0,0,0,unknown_risk
37178,male,53,L,Non_Verified,Heterosexual,Dominant,Nobody,0,608,30.8.2015,0,0:00:00,0,0,0,unknown_risk
3718,female,46,N,Non_Verified,Heterosexual,Submisive,Nobody,15,2027,9.10.2011,0,0:00:00,0,0,0,unknown_risk
37180,male,40,B,Non_Verified,Heterosexual,Dominant,Women,29,3,30.8.2015,27,50:04:00,1,2,0,unknown_risk
37181,male,20,E,Non_Verified,bisexual,Submisive,Nobody,0,3,30.8.2015,0,0:00:00,0,0,0,unknown_risk
37182,male,45,B,Non_Verified,Heterosexual,Switch,Women,0,602,30.8.2015,0,0:00:00,0,0,0,unknown_risk
37183,male,38,B,Non_Verified,Heterosexual,Dominant,Women,0,608,30.8.2015,0,0:00:00,1,0,0,unknown_risk
37184,male,21,A,Non_Verified,Heterosexual,Switch,Nobody,0,608,30.8.2015,0,0:00:00,0,0,0,unknown_risk
37185,male,20,A,Non_Verified,bicurious,Switch,Nobody,0,607,31.8.2015,0,0:00:00,0,0,0,unknown_risk
37187,male,25,A,Non_Verified,Heterosexual,Switch,Nobody,0,593,31.8.2015,0,0:00:00,1,0,0,unknown_risk
3719,male,47,L,Verified,Heterosexual,Dominant,Nobody_but_maybe,164,56,9.10.2011,109,300:35:00,0,0,0,unknown_risk
37195,male,35,A,Non_Verified,Heterosexual,Dominant,Women,20,587,31.8.2015,0,0:00:00,0,0,1,unknown_risk
37196,male,34,A,Non_Verified,bicurious,Switch,Nobody,0,607,31.8.2015,0,0:00:00,0,0,0,unknown_risk
37197,male,25,A,Non_Verified,Heterosexual,Switch,Nobody,0,605,31.8.2015,0,0:00:00,0,0,0,unknown_risk
37198,male,23,F,Non_Verified,Heterosexual,Switch,Nobody,0,607,31.8.2015,0,0:00:00,0,0,0,unknown_risk
3720,male,37,G,Non_Verified,Heterosexual,Dominant,Women,15,34,9.10.2011,0,0:32:00,1,0,0,unknown_risk
37203,male,47,C,Non_Verified,bicurious,Switch,Nobody,0,295,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37204,male,42,L,Non_Verified,Heterosexual,Submisive,Nobody,0,606,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37205,male,19,A,Non_Verified,Heterosexual,Switch,Nobody,0,262,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37206,male,29,L,Non_Verified,Heterosexual,Submisive,Women,0,604,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37208,male,40,B,Non_Verified,Heterosexual,Dominant,Nobody,0,569,1.9.2015,0,0:41:00,0,0,0,unknown_risk
3721,male,44,O,Non_Verified,Heterosexual,Dominant,Nobody,0,587,10.10.2011,0,0:00:00,2,0,0,unknown_risk
37211,male,43,H,Non_Verified,Heterosexual,Dominant,Women,0,243,1.9.2015,0,0:00:00,1,0,0,unknown_risk
37212,female,21,A,Non_Verified,Heterosexual,Submisive,Nobody,30,62,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37216,female,23,H,Non_Verified,Heterosexual,Submisive,Men,0,498,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37217,male,33,B,Non_Verified,Heterosexual,Switch,Nobody,0,604,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37219,male,47,A,Non_Verified,bisexual,Dominant,Nobody,0,374,1.9.2015,0,0:00:00,0,0,0,unknown_risk
3722,male,39,O,Non_Verified,Heterosexual,Switch,Nobody,0,1516,10.10.2011,0,1:47:00,0,0,0,unknown_risk
37220,female,43,C,Non_Verified,Heterosexual,Submisive,Nobody,0,364,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37221,male,24,B,Non_Verified,bisexual,Dominant,Nobody,0,603,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37222,female,21,D,Non_Verified,Heterosexual,Switch,Nobody,0,601,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37223,male,27,D,Non_Verified,Heterosexual,Switch,Nobody,15,592,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37224,male,34,B,Non_Verified,Heterosexual,Dominant,Women,60,155,1.9.2015,78,17:47:00,0,0,0,unknown_risk
37225,female,23,A,Non_Verified,Heterosexual,Switch,Nobody,0,589,1.9.2015,0,0:00:00,0,0,0,unknown_risk
37226,male,42,N,Non_Verified,Heterosexual,Submisive,Nobody,0,551,2.9.2015,0,0:00:00,0,0,0,unknown_risk
37227,female,31,G,Non_Verified,Heterosexual,Dominant,Nobody,0,294,2.9.2015,0,0:00:00,0,0,0,unknown_risk
37229,male,40,G,Non_Verified,Heterosexual,Submisive,Nobody,0,605,2.9.2015,0,0:00:00,0,0,0,unknown_risk
3723,male,44,A,Non_Verified,Heterosexual,Submisive,Nobody,15,803,10.10.2011,0,0:00:00,1,0,0,unknown_risk
37230,male,42,A,Non_Verified,Heterosexual,Dominant,Women,0,321,2.9.2015,0,0:51:00,0,0,0,unknown_risk
37234,male,37,A,Non_Verified,Heterosexual,Submisive,Women,15,1,2.9.2015,0,0:10:00,0,0,0,unknown_risk
37235,male,40,A,Non_Verified,Heterosexual,Dominant,Nobody,0,216,2.9.2015,0,0:00:00,0,0,0,unknown_risk
37238,male,23,A,Non_Verified,Heterosexual,Submisive,Women,0,568,2.9.2015,0,0:00:00,0,0,0,unknown_risk
3724,male,52,K,Non_Verified,bisexual,Submisive,Nobody,0,11,10.10.2011,0,0:00:00,0,0,0,unknown_risk
37240,male,52,K,Non_Verified,Heterosexual,Dominant,Nobody,0,605,2.9.2015,0,0:00:00,0,0,0,unknown_risk
37241,male,25,A,Non_Verified,Heterosexual,Switch,Women,30,470,2.9.2015,0,0:00:00,1,0,0,unknown_risk
37242,male,24,A,Non_Verified,bicurious,Switch,Nobody,0,605,2.9.2015,0,0:00:00,0,0,0,unknown_risk
37246,female,39,A,Non_Verified,Heterosexual,Dominant,Men,0,543,2.9.2015,0,0:00:00,1,0,0,unknown_risk
37250,male,48,O,Non_Verified,bisexual,Switch,Nobody,0,605,2.9.2015,0,0:00:00,0,0,0,unknown_risk
37252,female,33,M,Non_Verified,Heterosexual,Switch,Nobody,0,604,3.9.2015,0,0:00:00,0,0,0,unknown_risk
37254,male,36,A,Non_Verified,Heterosexual,Dominant,Nobody,0,394,3.9.2015,0,0:00:00,1,0,0,unknown_risk
37259,male,61,A,Non_Verified,Heterosexual,Dominant,Nobody,0,564,3.9.2015,0,0:00:00,1,0,0,unknown_risk
3726,male,57,A,Non_Verified,bisexual,Submisive,Nobody,0,1917,10.10.2011,0,0:00:00,1,0,0,unknown_risk
37260,male,31,A,Non_Verified,Heterosexual,Switch,Women,2,15,3.9.2015,2,4:18:00,1,0,0,unknown_risk
37261,female,23,A,Non_Verified,Heterosexual,Submisive,Nobody,0,604,3.9.2015,0,0:00:00,0,0,0,unknown_risk
37263,female,24,L,Non_Verified,Heterosexual,Switch,Nobody,0,603,3.9.2015,0,0:00:00,0,0,0,unknown_risk
37266,male,26,B,Non_Verified,Heterosexual,Dominant,Nobody,0,604,3.9.2015,0,0:00:00,0,0,0,unknown_risk
37267,female,31,G,Non_Verified,Heterosexual,Dominant,Nobody,25,592,3.9.2015,0,0:00:00,1,0,2,unknown_risk
37268,male,45,L,Non_Verified,bicurious,Dominant,Nobody,0,604,3.9.2015,0,0:00:00,0,0,0,unknown_risk
37269,male,41,A,Non_Verified,Heterosexual,Dominant,Nobody,0,552,3.9.2015,0,0:00:00,1,0,0,unknown_risk
3727,female,31,L,Non_Verified,Heterosexual,Submisive,Nobody,0,1801,10.10.2011,0,0:00:00,0,0,2,unknown_risk
37270,male,36,B,Non_Verified,Heterosexual,Dominant,Women,0,7,3.9.2015,0,0:00:00,0,0,0,unknown_risk
37272,male,22,J,Non_Verified,Heterosexual,Switch,Nobody,0,603,4.9.2015,0,0:00:00,0,0,0,unknown_risk
37275,male,55,D,Non_Verified,Heterosexual,Submisive,Nobody,0,599,4.9.2015,0,0:00:00,0,0,0,unknown_risk
37276,male,47,A,Non_Verified,Heterosexual,Switch,Nobody,0,603,4.9.2015,0,0:00:00,0,0,0,unknown_risk
37277,male,33,C,Non_Verified,bisexual,Switch,Nobody,0,603,4.9.2015,0,0:00:00,0,0,0,unknown_risk
3728,male,51,K,Non_Verified,Heterosexual,Dominant,Nobody,0,211,11.10.2011,0,1:07:00,0,0,0,unknown_risk
37283,male,47,O,Non_Verified,Heterosexual,Switch,Nobody,0,603,4.9.2015,0,0:05:00,0,0,0,unknown_risk
37285,female,25,A,Non_Verified,bisexual,Submisive,Nobody,0,603,4.9.2015,0,0:00:00,0,0,0,unknown_risk
37286,male,32,B,Non_Verified,Heterosexual,Submisive,Nobody,0,598,4.9.2015,0,0:00:00,0,0,0,unknown_risk
37287,female,27,O,Non_Verified,bicurious,Submisive,Nobody,0,58,4.9.2015,0,0:41:00,0,0,0,unknown_risk
37288,female,24,B,Non_Verified,Heterosexual,Dominant,Nobody,0,603,4.9.2015,0,0:00:00,0,0,0,unknown_risk
37289,male,36,A,Non_Verified,Heterosexual,Dominant,Nobody,0,492,4.9.2015,0,0:00:00,0,0,0,unknown_risk
3729,male,44,G,Non_Verified,Heterosexual,Dominant,Nobody,0,2021,11.10.2011,0,0:00:00,0,0,0,unknown_risk
37290,male,35,L,Non_Verified,Heterosexual,Dominant,Nobody,0,602,5.9.2015,0,0:00:00,0,0,0,unknown_risk
37292,male,37,A,Non_Verified,Heterosexual,Submisive,Nobody,0,484,5.9.2015,0,0:03:00,0,0,0,unknown_risk
37293,male,22,K,Non_Verified,bisexual,Submisive,Nobody,15,20,5.9.2015,0,1:55:00,1,0,0,unknown_risk
37294,male,29,A,Non_Verified,Heterosexual,Submisive,Nobody,15,601,5.9.2015,0,0:00:00,0,0,0,unknown_risk
3730,male,49,L,Non_Verified,Heterosexual,Dominant,Nobody,0,2027,11.10.2011,0,0:00:00,0,0,0,unknown_risk
37302,female,34,K,Non_Verified,Heterosexual,Submisive,Nobody,15,516,5.9.2015,0,0:00:00,0,0,0,unknown_risk
37307,male,27,J,Non_Verified,bicurious,Submisive,Men_and_Women,15,256,6.9.2015,0,0:00:00,1,0,0,unknown_risk
3731,male,24,G,Non_Verified,bisexual,Submisive,Nobody,15,2027,11.10.2011,0,0:00:00,0,0,0,unknown_risk
37311,male,41,A,Non_Verified,bisexual,Submisive,Nobody,0,6,6.9.2015,0,0:22:00,0,0,0,unknown_risk
37312,male,22,L,Non_Verified,bisexual,Submisive,Nobody,0,592,6.9.2015,0,0:00:00,0,0,0,unknown_risk
37315,male,35,N,Non_Verified,bicurious,Submisive,Nobody,0,537,6.9.2015,0,0:00:00,0,0,0,unknown_risk
3732,male,33,A,Non_Verified,Heterosexual,Dominant,Women,16,5,12.10.2011,1,0:04:00,0,0,0,unknown_risk
37325,male,24,C,Non_Verified,Heterosexual,Switch,Nobody,0,600,6.9.2015,0,0:00:00,0,0,0,unknown_risk
37326,male,45,L,Non_Verified,Heterosexual,Submisive,Nobody,0,294,6.9.2015,0,0:00:00,0,0,0,unknown_risk
37327,male,29,L,Non_Verified,Heterosexual,Submisive,Women,16,1,6.9.2015,1,0:45:00,1,0,0,unknown_risk
37329,male,38,M,Non_Verified,bicurious,Dominant,Nobody,0,601,6.9.2015,0,0:00:00,0,0,0,unknown_risk
3733,male,59,O,Non_Verified,Heterosexual,Dominant,Nobody,0,1310,12.10.2011,0,0:00:00,0,0,0,unknown_risk
37330,female,33,A,Non_Verified,Heterosexual,Submisive,Nobody,5,5,6.9.2015,1,1:13:00,0,0,1,unknown_risk
37331,female,42,L,Non_Verified,Heterosexual,Submisive,Men,0,68,6.9.2015,0,6:29:00,0,0,0,unknown_risk
37332,male,43,L,Non_Verified,Heterosexual,Switch,Nobody,0,601,6.9.2015,0,0:00:00,0,0,0,unknown_risk
37335,male,37,E,Non_Verified,Heterosexual,Dominant,Nobody,0,601,6.9.2015,0,0:00:00,0,0,0,unknown_risk
37337,male,30,K,Non_Verified,bisexual,Switch,Nobody,0,601,6.9.2015,0,0:00:00,0,0,0,unknown_risk
37339,female,34,O,Non_Verified,bisexual,Switch,Nobody,0,43,7.9.2015,0,0:00:00,1,0,0,unknown_risk
3734,male,36,A,Non_Verified,Heterosexual,Dominant,Nobody,0,381,12.10.2011,0,0:00:00,0,0,0,unknown_risk
37340,female,29,B,Non_Verified,bisexual,Submisive,Nobody,0,259,7.9.2015,0,0:00:00,0,0,0,unknown_risk
37342,female,31,A,Non_Verified,Heterosexual,Submisive,Nobody,0,600,7.9.2015,0,0:00:00,0,0,0,unknown_risk
37348,male,32,B,Non_Verified,Heterosexual,Dominant,Nobody,0,596,7.9.2015,0,0:14:00,0,0,0,unknown_risk
37349,female,33,J,Non_Verified,Heterosexual,Submisive,Nobody,20,493,7.9.2015,0,3:53:00,0,0,1,unknown_risk
3735,male,27,B,Non_Verified,bisexual,Submisive,Nobody,0,1828,12.10.2011,0,0:00:00,1,0,0,unknown_risk
37352,male,35,N,Non_Verified,bicurious,Submisive,Nobody,0,581,7.9.2015,0,0:00:00,0,0,0,unknown_risk
37354,male,33,J,Non_Verified,Heterosexual,Switch,Nobody,0,600,7.9.2015,0,0:00:00,0,0,0,unknown_risk
37355,female,27,B,Non_Verified,bicurious,Submisive,Nobody,0,1,7.9.2015,1,0:00:00,2,0,0,unknown_risk
37356,female,42,B,Non_Verified,Heterosexual,Submisive,Nobody,0,3,7.9.2015,0,0:00:00,0,0,0,unknown_risk
37358,male,60,A,Non_Verified,Heterosexual,Dominant,Nobody,0,600,7.9.2015,0,0:00:00,0,0,0,unknown_risk
37360,male,44,B,Non_Verified,bisexual,Submisive,Men_and_Women,40,450,8.9.2015,0,0:00:00,1,0,8,unknown_risk
37361,male,42,B,Non_Verified,Heterosexual,Dominant,Women,0,560,8.9.2015,0,3:46:00,0,0,0,unknown_risk
37362,male,32,G,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,0,503,8.9.2015,0,0:00:00,0,0,0,unknown_risk
37364,female,33,A,Non_Verified,bisexual,Dominant,Nobody,0,599,8.9.2015,0,0:00:00,0,0,0,unknown_risk
37365,female,45,F,Verified,Heterosexual,Submisive,Nobody_but_maybe,232,1,8.9.2015,165,21:44:00,0,1,7,unknown_risk
37367,male,29,A,Non_Verified,bisexual,Dominant,Nobody,0,597,8.9.2015,0,0:12:00,0,0,0,unknown_risk
37368,male,24,F,Non_Verified,bicurious,Submisive,Nobody,0,459,8.9.2015,0,0:00:00,0,0,0,unknown_risk
3737,male,47,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1408,13.10.2011,0,0:09:00,0,0,0,unknown_risk
37370,female,55,A,Non_Verified,Heterosexual,Dominant,Nobody,0,429,8.9.2015,0,0:00:00,0,0,0,unknown_risk
37371,male,24,A,Non_Verified,Heterosexual,Dominant,Nobody,0,598,9.9.2015,0,0:00:00,0,0,0,unknown_risk
37372,male,40,B,Non_Verified,Homosexual,Submisive,Men,18,1,9.9.2015,4,0:00:00,3,0,0,unknown_risk
37374,male,22,A,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,31,108,9.9.2015,2,0:02:00,0,0,0,unknown_risk
37375,female,24,A,Non_Verified,bicurious,Switch,Men_and_Women,30,15,9.9.2015,0,0:00:00,0,0,6,unknown_risk
37378,male,41,A,Non_Verified,Heterosexual,Dominant,Nobody,15,586,9.9.2015,0,0:00:00,0,0,0,unknown_risk
37379,female,22,M,Non_Verified,Heterosexual,Submisive,Nobody,0,598,9.9.2015,0,0:00:00,0,0,0,unknown_risk
3738,male,51,D,Non_Verified,Heterosexual,Switch,Women,23,10,13.10.2011,24,0:00:00,0,0,0,unknown_risk
37380,male,46,L,Non_Verified,bisexual,Switch,Men_and_Women,0,376,9.9.2015,0,0:04:00,0,0,0,unknown_risk
37388,male,39,H,Non_Verified,bisexual,Switch,Nobody,0,587,9.9.2015,0,0:00:00,0,0,0,unknown_risk
3739,female,48,F,Non_Verified,Heterosexual,Submisive,Nobody,0,111,13.10.2011,0,0:00:00,0,0,0,unknown_risk
37390,female,23,J,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,15,1,9.9.2015,0,0:00:00,0,0,0,unknown_risk
37391,female,20,H,Non_Verified,bicurious,Submisive,Nobody_but_maybe,0,525,9.9.2015,0,0:00:00,0,0,0,unknown_risk
37392,male,24,B,Non_Verified,Heterosexual,Switch,Women,0,20,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37393,male,27,A,Non_Verified,Heterosexual,Switch,Women,0,590,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37395,female,36,B,Non_Verified,bisexual,Submisive,Nobody,0,597,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37396,male,22,M,Non_Verified,Heterosexual,Dominant,Nobody,0,589,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37397,male,31,L,Non_Verified,Heterosexual,Submisive,Nobody,0,584,10.9.2015,0,0:00:00,0,0,0,unknown_risk
3740,male,36,B,Non_Verified,Heterosexual,Switch,Nobody,0,158,13.10.2011,0,0:00:00,0,0,0,unknown_risk
37403,male,50,B,Non_Verified,Heterosexual,Switch,Nobody,0,562,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37405,male,40,G,Non_Verified,bicurious,Submisive,Men_and_Women,15,569,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37407,male,35,B,Non_Verified,bicurious,Switch,Women,0,239,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37408,male,22,M,Non_Verified,Heterosexual,Submisive,Nobody,0,597,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37409,male,19,C,Non_Verified,bisexual,Submisive,Nobody,15,132,10.9.2015,0,0:22:00,0,0,0,unknown_risk
3741,male,25,J,Non_Verified,bisexual,Submisive,Nobody,40,2021,14.10.2011,0,0:00:00,0,0,5,unknown_risk
37411,male,44,L,Non_Verified,Heterosexual,Dominant,Women,-15,272,10.9.2015,0,0:11:00,0,0,1,unknown_risk
37413,female,39,C,Non_Verified,bicurious,Submisive,Nobody,0,556,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37414,male,40,L,Non_Verified,Heterosexual,Submisive,Nobody,0,597,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37415,male,37,M,Non_Verified,Heterosexual,Submisive,Nobody,0,597,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37417,male,40,A,Non_Verified,Heterosexual,Submisive,Nobody,0,597,10.9.2015,0,0:00:00,0,0,0,unknown_risk
37419,female,45,L,Non_Verified,bisexual,Submisive,Nobody,0,545,11.9.2015,0,0:00:00,0,0,0,unknown_risk
3742,male,54,A,Non_Verified,bisexual,Switch,Nobody,0,2024,14.10.2011,0,0:00:00,0,0,0,unknown_risk
37421,male,37,A,Non_Verified,Heterosexual,Dominant,Women,15,58,11.9.2015,0,0:00:00,2,0,0,unknown_risk
37423,male,30,A,Non_Verified,Heterosexual,Dominant,Nobody,0,596,11.9.2015,0,0:00:00,0,0,0,unknown_risk
37424,male,36,A,Non_Verified,Heterosexual,Switch,Nobody,0,596,11.9.2015,0,0:00:00,0,0,0,unknown_risk
37425,male,21,A,Non_Verified,Heterosexual,Dominant,Women,15,1,11.9.2015,1,0:00:00,0,0,0,unknown_risk
